customer_id,date,transaction_amount,plan_type,issuing_date,transaction_amount,churn,plan_type_Premium,plan_type_Standard,customer_time_period,transaction_weekday,quarter,stock_return,stock_volatility
78.0,2.0,426.119471142147,1.0,40.0,426.119471142147,0,True,False,455,2,1,-0.014048070632439846,1097.34692877204
78.0,3.0,55.9006362357653,2.0,40.0,55.9006362357653,0,False,True,486,5,2,0.007698864182471343,1147.091578693105
78.0,4.0,129.554925255751,2.0,40.0,129.554925255751,0,False,True,516,0,2,0.023335511592469826,1115.7017958729218
78.0,5.0,447.102812036786,0.0,40.0,447.102812036786,0,False,False,547,3,2,0.03390158607033644,989.7642626234222
78.0,6.0,256.292175621544,2.0,40.0,256.292175621544,0,False,True,577,5,3,0.030271512217592944,613.8247547715296
78.0,7.0,105.669064021042,0.0,40.0,105.669064021042,0,False,False,608,1,3,0.012516262802746647,791.0185442508177
78.0,8.0,21.9148235514124,2.0,40.0,21.9148235514124,0,False,True,639,4,3,0.007719516190491715,873.8554367938565
78.0,9.0,470.824706332928,1.0,40.0,470.824706332928,0,True,False,669,6,4,-0.011496134340694408,766.3380152625299
78.0,10.0,191.377763125168,1.0,40.0,191.377763125168,0,True,False,700,2,4,0.015168601086379851,592.2893963514584
78.0,11.0,219.810232675484,0.0,40.0,219.810232675484,0,False,False,730,4,4,0.03556605330897278,518.3818761781488
89.0,0.0,427.974633179006,2.0,4.0,427.974633179006,0,False,True,1706,6,1,-0.10531526927910595,640.2936541814995
89.0,1.0,427.05696904326,2.0,4.0,427.05696904326,0,False,True,1737,2,1,-0.026673618173162605,904.2542611119256
89.0,2.0,282.832618604592,0.0,4.0,282.832618604592,0,False,False,1765,2,1,-0.014048070632439846,1097.346928772036
89.0,3.0,289.329973343789,1.0,4.0,289.329973343789,0,True,False,1796,5,2,0.007698864182471343,1147.0915786931014
89.0,4.0,495.126386551089,0.0,4.0,495.126386551089,0,False,False,1826,0,2,0.023335511592469826,1115.701795872918
89.0,5.0,439.912805244698,1.0,4.0,439.912805244698,0,True,False,1857,3,2,0.03390158607033644,989.7642626234177
89.0,6.0,354.217201153684,2.0,4.0,354.217201153684,0,False,True,1887,5,3,0.030271512217592944,613.8247547715224
89.0,7.0,406.586966184472,1.0,4.0,406.586966184472,0,True,False,1918,1,3,0.012516262802746647,791.0185442508123
89.0,8.0,457.487870752671,0.0,4.0,457.487870752671,0,False,False,1949,4,3,0.007719516190491715,873.8554367938515
89.0,9.0,401.16463769372,0.0,4.0,401.16463769372,0,False,False,1979,6,4,-0.011496134340694408,766.3380152625242
89.0,10.0,399.93840802369,2.0,4.0,399.93840802369,0,False,True,2010,2,4,0.015168601086379851,592.289396351451
89.0,11.0,194.035646793573,1.0,4.0,194.035646793573,0,True,False,2040,4,4,0.03556605330897278,518.3818761781405
1.0,0.0,27.6117141604036,0.0,47.0,27.6117141604036,0,False,False,153,6,1,-0.10531526927910595,640.2936541814927
1.0,1.0,150.405213542859,2.0,47.0,150.405213542859,1,False,True,184,2,1,-0.026673618173162605,904.2542611119209
1.0,2.0,28.3006124871151,0.0,47.0,28.3006124871151,1,False,False,212,2,1,-0.014048070632439846,1097.346928772032
1.0,3.0,186.493414291519,0.0,47.0,186.493414291519,1,False,False,243,5,2,0.007698864182471343,1147.0915786930975
1.0,4.0,265.899197426854,1.0,47.0,265.899197426854,1,True,False,273,0,2,0.023335511592469826,1115.701795872914
1.0,5.0,115.752303473453,2.0,47.0,115.752303473453,1,False,True,304,3,2,0.03390158607033644,989.7642626234133
1.0,6.0,51.8202578469463,1.0,47.0,51.8202578469463,1,True,False,334,5,3,0.030271512217592944,613.8247547715154
1.0,7.0,270.363769468393,1.0,47.0,270.363769468393,1,True,False,365,1,3,0.012516262802746647,791.0185442508067
1.0,8.0,322.340651734121,2.0,47.0,322.340651734121,1,False,True,396,4,3,0.007719516190491715,873.8554367938465
1.0,9.0,488.167518936642,2.0,47.0,488.167518936642,1,False,True,426,6,4,-0.011496134340694408,766.3380152625186
1.0,10.0,168.248671741211,0.0,47.0,168.248671741211,1,False,False,457,2,4,0.015168601086379851,592.2893963514438
1.0,11.0,142.707803118416,2.0,47.0,142.707803118416,1,False,True,487,4,4,0.03556605330897278,518.3818761781321
3.0,0.0,48.4436268577103,0.0,52.0,48.4436268577103,0,False,False,0,6,1,-0.10531526927910595,640.293654181486
3.0,1.0,419.63025905098095,1.0,52.0,419.63025905098095,0,True,False,31,2,1,-0.026673618173162605,904.2542611119161
3.0,2.0,94.9142168347144,1.0,52.0,94.9142168347144,0,True,False,59,2,1,-0.014048070632439846,1097.3469287720281
3.0,3.0,279.121065705999,2.0,52.0,279.121065705999,0,False,True,90,5,2,0.007698864182471343,1147.0915786930937
3.0,4.0,147.167609503512,2.0,52.0,147.167609503512,0,False,True,120,0,2,0.023335511592469826,1115.70179587291
3.0,5.0,281.633485730586,2.0,52.0,281.633485730586,0,False,True,151,3,2,0.03390158607033644,989.764262623409
3.0,6.0,131.388184855567,1.0,52.0,131.388184855567,0,True,False,181,5,3,0.030271512217592944,613.8247547715083
3.0,7.0,17.0528094285804,0.0,52.0,17.0528094285804,1,False,False,212,1,3,0.012516262802746647,791.0185442508013
3.0,8.0,29.9571131362954,2.0,52.0,29.9571131362954,1,False,True,243,4,3,0.007719516190491715,873.8554367938415
3.0,9.0,354.792351096212,0.0,52.0,354.792351096212,1,False,False,273,6,4,-0.011496134340694408,766.338015262513
3.0,10.0,57.9387387189907,1.0,52.0,57.9387387189907,1,True,False,304,2,4,0.015168601086379851,592.2893963514364
3.0,11.0,242.001167682477,0.0,52.0,242.001167682477,1,False,False,334,4,4,0.03556605330897278,518.3818761781237
4.0,0.0,222.587308126607,1.0,23.0,222.587308126607,0,True,False,1036,6,1,-0.10531526927910595,640.2936541814792
4.0,1.0,321.195888925146,2.0,23.0,321.195888925146,0,False,True,1067,2,1,-0.026673618173162605,904.2542611119112
4.0,2.0,316.671358699976,0.0,23.0,316.671358699976,0,False,False,1095,2,1,-0.014048070632439846,1097.346928772024
4.0,3.0,332.759879493283,2.0,23.0,332.759879493283,0,False,True,1126,5,2,0.007698864182471343,1147.09157869309
4.0,4.0,324.785446321095,2.0,23.0,324.785446321095,0,False,True,1156,0,2,0.023335511592469826,1115.7017958729061
4.0,5.0,470.712818298229,1.0,23.0,470.712818298229,0,True,False,1187,3,2,0.03390158607033644,989.7642626234045
4.0,6.0,325.211227036753,1.0,23.0,325.211227036753,0,True,False,1217,5,3,0.030271512217592944,613.8247547715013
4.0,7.0,471.317756300497,1.0,23.0,471.317756300497,0,True,False,1248,1,3,0.012516262802746647,791.0185442507958
4.0,8.0,453.621814558471,2.0,23.0,453.621814558471,0,False,True,1279,4,3,0.007719516190491715,873.8554367938366
4.0,9.0,59.3812206749391,1.0,23.0,59.3812206749391,0,True,False,1309,6,4,-0.011496134340694408,766.3380152625073
4.0,10.0,344.673318974015,1.0,23.0,344.673318974015,0,True,False,1340,2,4,0.015168601086379851,592.289396351429
4.0,11.0,423.988902375033,0.0,23.0,423.988902375033,0,False,False,1370,4,4,0.03556605330897278,518.3818761781152
5.0,0.0,148.108839638966,2.0,31.0,148.108839638966,0,False,True,761,6,1,-0.10531526927910595,640.2936541814723
5.0,1.0,318.181994922143,0.0,31.0,318.181994922143,0,False,False,792,2,1,-0.026673618173162605,904.2542611119064
5.0,2.0,403.705655888576,2.0,31.0,403.705655888576,0,False,True,820,2,1,-0.014048070632439846,1097.3469287720202
5.0,3.0,377.801228304021,1.0,31.0,377.801228304021,0,True,False,851,5,2,0.007698864182471343,1147.0915786930861
5.0,4.0,212.182661686599,0.0,31.0,212.182661686599,0,False,False,881,0,2,0.023335511592469826,1115.7017958729023
5.0,5.0,176.993734723979,1.0,31.0,176.993734723979,0,True,False,912,3,2,0.03390158607033644,989.7642626234001
5.0,6.0,220.207073413759,1.0,31.0,220.207073413759,0,True,False,942,5,3,0.030271512217592944,613.8247547714941
5.0,7.0,60.530695729607,1.0,31.0,60.530695729607,0,True,False,973,1,3,0.012516262802746647,791.0185442507902
5.0,8.0,414.964158392793,1.0,31.0,414.964158392793,0,True,False,1004,4,3,0.007719516190491715,873.8554367938316
5.0,9.0,200.70882257974,0.0,31.0,200.70882257974,0,False,False,1034,6,4,-0.011496134340694408,766.3380152625016
5.0,10.0,54.7304716252054,1.0,31.0,54.7304716252054,0,True,False,1065,2,4,0.015168601086379851,592.2893963514217
5.0,11.0,475.797501999402,2.0,31.0,475.797501999402,0,False,True,1095,4,4,0.03556605330897278,518.3818761781068
6.0,0.0,229.738305769377,1.0,32.0,229.738305769377,0,True,False,730,6,1,-0.10531526927910595,640.2936541814655
6.0,1.0,339.534043477749,0.0,32.0,339.534043477749,0,False,False,761,2,1,-0.026673618173162605,904.2542611119017
6.0,2.0,396.912889969331,0.0,32.0,396.912889969331,0,False,False,789,2,1,-0.014048070632439846,1097.346928772016
6.0,3.0,38.2037924081557,2.0,32.0,38.2037924081557,0,False,True,820,5,2,0.007698864182471343,1147.0915786930823
6.0,4.0,444.975049551567,2.0,32.0,444.975049551567,0,False,True,850,0,2,0.023335511592469826,1115.7017958728984
6.0,5.0,80.0659242058896,2.0,32.0,80.0659242058896,0,False,True,881,3,2,0.03390158607033644,989.7642626233958
6.0,6.0,59.5501113001672,2.0,32.0,59.5501113001672,0,False,True,911,5,3,0.030271512217592944,613.824754771487
6.0,7.0,45.6538731184548,1.0,32.0,45.6538731184548,0,True,False,942,1,3,0.012516262802746647,791.0185442507848
6.0,8.0,49.8609025145309,0.0,32.0,49.8609025145309,0,False,False,973,4,3,0.007719516190491715,873.8554367938266
6.0,9.0,193.392689920499,2.0,32.0,193.392689920499,0,False,True,1003,6,4,-0.011496134340694408,766.3380152624959
6.0,10.0,474.1518029180911,1.0,32.0,474.1518029180911,0,True,False,1034,2,4,0.015168601086379851,592.2893963514143
6.0,11.0,194.367196910149,1.0,32.0,194.367196910149,0,True,False,1064,4,4,0.03556605330897278,518.3818761780985
7.0,0.0,283.618082370544,1.0,43.0,283.618082370544,0,True,False,306,6,1,-0.10531526927910595,640.2936541814587
7.0,1.0,64.4867663300142,0.0,43.0,64.4867663300142,1,False,False,337,2,1,-0.026673618173162605,904.2542611118968
7.0,2.0,239.643714577122,2.0,43.0,239.643714577122,1,False,True,365,2,1,-0.014048070632439846,1097.3469287720122
7.0,3.0,68.2207789713552,1.0,43.0,68.2207789713552,1,True,False,396,5,2,0.007698864182471343,1147.0915786930786
7.0,4.0,328.113048036871,2.0,43.0,328.113048036871,1,False,True,426,0,2,0.023335511592469826,1115.7017958728945
7.0,5.0,295.850694897608,0.0,43.0,295.850694897608,1,False,False,457,3,2,0.03390158607033644,989.7642626233913
7.0,6.0,193.686583966615,2.0,43.0,193.686583966615,1,False,True,487,5,3,0.030271512217592944,613.82475477148
7.0,7.0,435.613572812836,0.0,43.0,435.613572812836,1,False,False,518,1,3,0.012516262802746647,791.0185442507793
7.0,8.0,481.9790443259,1.0,43.0,481.9790443259,1,True,False,549,4,3,0.007719516190491715,873.8554367938217
7.0,9.0,485.240625086743,2.0,43.0,485.240625086743,1,False,True,579,6,4,-0.011496134340694408,766.3380152624902
7.0,10.0,446.660125712055,2.0,43.0,446.660125712055,1,False,True,610,2,4,0.015168601086379851,592.289396351407
7.0,11.0,496.552750098457,1.0,43.0,496.552750098457,1,True,False,640,4,4,0.03556605330897278,518.3818761780901
8.0,0.0,281.388599356647,0.0,0.0,281.388599356647,0,False,False,1826,6,1,-0.10531526927910595,640.293654181452
8.0,1.0,318.405332686279,0.0,0.0,318.405332686279,0,False,False,1857,2,1,-0.026673618173162605,904.254261111892
8.0,2.0,317.503459241191,2.0,0.0,317.503459241191,0,False,True,1885,2,1,-0.014048070632439846,1097.3469287720081
8.0,3.0,32.2687263673144,0.0,0.0,32.2687263673144,0,False,False,1916,5,2,0.007698864182471343,1147.0915786930748
8.0,4.0,446.229254106549,2.0,0.0,446.229254106549,0,False,True,1946,0,2,0.023335511592469826,1115.7017958728907
8.0,5.0,145.916779660755,1.0,0.0,145.916779660755,0,True,False,1977,3,2,0.03390158607033644,989.7642626233869
8.0,6.0,183.142591732766,2.0,0.0,183.142591732766,0,False,True,2007,5,3,0.030271512217592944,613.8247547714728
8.0,7.0,487.453455756422,2.0,0.0,487.453455756422,0,False,True,2038,1,3,0.012516262802746647,791.0185442507737
8.0,8.0,272.687219508619,0.0,0.0,272.687219508619,0,False,False,2069,4,3,0.007719516190491715,873.8554367938167
8.0,9.0,345.518274551401,2.0,0.0,345.518274551401,0,False,True,2099,6,4,-0.011496134340694408,766.3380152624845
8.0,10.0,413.043249032353,2.0,0.0,413.043249032353,0,False,True,2130,2,4,0.015168601086379851,592.2893963513997
8.0,11.0,310.573446008537,2.0,0.0,310.573446008537,0,False,True,2160,4,4,0.03556605330897278,518.3818761780817
9.0,0.0,434.3713058552,2.0,16.0,434.3713058552,1,False,True,1310,6,1,-0.10531526927910595,640.2936541814452
9.0,1.0,194.467049770244,2.0,16.0,194.467049770244,1,False,True,1341,2,1,-0.026673618173162605,904.2542611118872
9.0,2.0,493.765303364323,2.0,16.0,493.765303364323,1,False,True,1369,2,1,-0.014048070632439846,1097.3469287720043
9.0,3.0,301.124050522546,0.0,16.0,301.124050522546,1,False,False,1400,5,2,0.007698864182471343,1147.091578693071
9.0,4.0,485.258054929156,2.0,16.0,485.258054929156,1,False,True,1430,0,2,0.023335511592469826,1115.7017958728866
9.0,5.0,420.781065308458,2.0,16.0,420.781065308458,1,False,True,1461,3,2,0.03390158607033644,989.7642626233826
9.0,6.0,213.261556145456,1.0,16.0,213.261556145456,1,True,False,1491,5,3,0.030271512217592944,613.8247547714658
9.0,7.0,37.6239933589543,0.0,16.0,37.6239933589543,1,False,False,1522,1,3,0.012516262802746647,791.0185442507683
9.0,8.0,408.321494473738,1.0,16.0,408.321494473738,1,True,False,1553,4,3,0.007719516190491715,873.8554367938117
9.0,9.0,498.352050166214,1.0,16.0,498.352050166214,1,True,False,1583,6,4,-0.011496134340694408,766.3380152624788
9.0,10.0,386.80383343845,1.0,16.0,386.80383343845,1,True,False,1614,2,4,0.015168601086379851,592.2893963513924
9.0,11.0,426.327221431932,2.0,16.0,426.327221431932,1,False,True,1644,4,4,0.03556605330897278,518.3818761780734
10.0,0.0,230.766626301946,0.0,10.0,230.766626301946,0,False,False,1492,6,1,-0.10531526927910595,640.2936541814383
10.0,1.0,307.025570880931,1.0,10.0,307.025570880931,0,True,False,1523,2,1,-0.026673618173162605,904.2542611118823
10.0,2.0,312.882837824369,0.0,10.0,312.882837824369,0,False,False,1551,2,1,-0.014048070632439846,1097.3469287720004
10.0,3.0,339.070865840472,0.0,10.0,339.070865840472,0,False,False,1582,5,2,0.007698864182471343,1147.0915786930673
10.0,4.0,264.880115544877,0.0,10.0,264.880115544877,0,False,False,1612,0,2,0.023335511592469826,1115.7017958728827
10.0,5.0,284.859606052339,0.0,10.0,284.859606052339,0,False,False,1643,3,2,0.03390158607033644,989.7642626233782
10.0,6.0,75.667461940814,2.0,10.0,75.667461940814,0,False,True,1673,5,3,0.030271512217592944,613.8247547714587
10.0,7.0,313.951680163198,0.0,10.0,313.951680163198,0,False,False,1704,1,3,0.012516262802746647,791.0185442507628
10.0,8.0,76.8220230375172,0.0,10.0,76.8220230375172,0,False,False,1735,4,3,0.007719516190491715,873.8554367938068
10.0,9.0,299.05966655877,1.0,10.0,299.05966655877,0,True,False,1765,6,4,-0.011496134340694408,766.3380152624732
10.0,10.0,453.037760301937,0.0,10.0,453.037760301937,0,False,False,1796,2,4,0.015168601086379851,592.289396351385
10.0,11.0,393.98997624316,2.0,10.0,393.98997624316,0,False,True,1826,4,4,0.03556605330897278,518.381876178065
11.0,0.0,432.55821728590496,0.0,31.0,432.55821728590496,0,False,False,761,6,1,-0.10531526927910595,640.2936541814316
11.0,1.0,464.027936329132,2.0,31.0,464.027936329132,0,False,True,792,2,1,-0.026673618173162605,904.2542611118777
11.0,2.0,234.976520556748,1.0,31.0,234.976520556748,0,True,False,820,2,1,-0.014048070632439846,1097.3469287719963
11.0,3.0,171.088289040879,2.0,31.0,171.088289040879,0,False,True,851,5,2,0.007698864182471343,1147.0915786930634
11.0,4.0,47.1730307732453,0.0,31.0,47.1730307732453,0,False,False,881,0,2,0.023335511592469826,1115.7017958728788
11.0,5.0,84.4323198210242,2.0,31.0,84.4323198210242,0,False,True,912,3,2,0.03390158607033644,989.7642626233738
11.0,6.0,99.121241355581,1.0,31.0,99.121241355581,0,True,False,942,5,3,0.030271512217592944,613.8247547714516
11.0,7.0,242.241203728807,2.0,31.0,242.241203728807,0,False,True,973,1,3,0.012516262802746647,791.0185442507573
11.0,8.0,104.221619216249,1.0,31.0,104.221619216249,0,True,False,1004,4,3,0.007719516190491715,873.8554367938018
11.0,9.0,146.50926612566,0.0,31.0,146.50926612566,0,False,False,1034,6,4,-0.011496134340694408,766.3380152624676
11.0,10.0,69.1115768392944,0.0,31.0,69.1115768392944,0,False,False,1065,2,4,0.015168601086379851,592.2893963513777
11.0,11.0,188.492231913557,1.0,31.0,188.492231913557,0,True,False,1095,4,4,0.03556605330897278,518.3818761780566
13.0,0.0,29.2629485221385,1.0,17.0,29.2629485221385,0,True,False,1280,6,1,-0.10531526927910595,640.2936541814248
